File,URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/b0440364/schieweg,Apartment Schieweg,3038 BH (Bergpolder),1295,65,2,Upholstered or furnished,Want to rent a super nice apartment on the Schieweg in Rotterdam? We offer you this opportunity!,4 weeks,Not available to book,Specifics are not available,Upkeep is not available,168,Apartment,Existing building,1937,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b0440364/rotterdam/max-rental/request-details,2022-08-03 17:41:46
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/63a149f6/rochussenstraat,Apartment Rochussenstraat,3015 EE (Oude Westen),1700,121,4,Upholstered,"ROTTERDAM - OUDE WESTEN: Beautiful upstairs apartment with 3 spacious bedrooms, located in a very central location in Rotterdam. The apartment is available for 1 year, with no possibility of extension!",5 weeks,Not available to book,Specifics are not available,Upkeep is not available,291,Apartment,Existing building,1937,Location type is not available,3,2,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/63a149f6/rotterdam/rental-rotterdam/request-details,2022-08-03 17:42:07
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/deaafb4c/statenweg,Apartment Statenweg 62 A,3039 JE (Blijdorp),2095,85,4,Upholstered,"Spacious apartment with lovely garden located very centrally, in the green neighborhood Blijdorp.",3+ months,Not available to book,Specifics are not available,Upkeep is not available,215,Apartment,Existing building,1937,Location type is not available,3,1,1,Details of balcony is not available,Details of garden is not available,Present,"Vrijstaand hout, voorzien van elektra",No,https://www.pararius.com/contact/deaafb4c/rotterdam/ehr-rotterdam-barendrecht/request-details,2022-08-03 17:44:53
rotterdam_1.csv,https://www.pararius.com/house-for-rent/rotterdam/2df43aad/lijsterlaan,House Lijsterlaan 16,3055 CH (Molenlaankwartier),2750,121,5,Upholstered,Conveniently located house with garden for rent in Rotterdam with 4 bedrooms in the Molenlaankwartier district.,3 weeks,consultation,Specifics are not available,Reasonable,414,House,Existing building,1937,Location type is not available,4,1,3,Not present,Details of garden is not available,Present,Vrijstaand hout,Yes,https://www.pararius.com/contact/2df43aad/rotterdam/kolpa-van-der-hoek-makelaars/request-details,2022-08-03 17:46:38
rotterdam_6.csv,https://www.pararius.com/apartment-for-rent/rotterdam/7ed10f97/krekelstraat,Apartment Krekelstraat,3061 VD (Kralingen West),1600,84,3,Upholstered,Centrally located and bright unfurnished 3-room apartment available on a perfect location in Kralingen!,08-08-2022,Not available to book,Specifics are not available,Good,226,Apartment,Existing building,1937,Location type is not available,1,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7ed10f97/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-08 22:43:36
rotterdam_14.csv,https://www.pararius.com/apartment-for-rent/rotterdam/fb7cd938/gordelweg,Apartment Gordelweg 208 D,3038 GG (Bergpolder),1032,63,2,Upholstered,Beautiful upholstered apartment for rent in Rotterdam with 1 bedroom in the Bergpolder district.,16-08-2022,Not available to book,Specifics are not available,Upkeep is not available,151,Apartment,Existing building,1937,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/fb7cd938/rotterdam/real-estate/request-details,2022-08-17 00:23:11
rotterdam_15.csv,https://www.pararius.com/apartment-for-rent/rotterdam/e9965f1c/russischestraat,Apartment Russischestraat 28 A01,3028 BE (Oud Mathenesse),1250,77,3,Upholstered,Beautiful apartment for rent in Rotterdam with 2 bedrooms in the Oud Mathenesse district.,17-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,208,Apartment,Existing building,1937,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/e9965f1c/rotterdam/rent-an-apartment-rotterdam/request-details,18-08-2022 01:42
rotterdam_16.csv,https://www.pararius.com/apartment-for-rent/rotterdam/c7a4566b/zweedsestraat,Apartment Zweedsestraat 123 A,3028 TS (Oud Mathenesse),825,53,2,Upholstered,'It is not possible to schedule a viewing by telephone'.   ,18-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1937,Location type is not available,1,1,Number of floors is not available,Not present,Present (20 m²),Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/c7a4566b/rotterdam/properbee-rotterdam/request-details,2022-08-19 00:05:35
rotterdam_16.csv,https://www.pararius.com/apartment-for-rent/rotterdam/1063c6d9/schepenstraat,Apartment Schepenstraat,3039 NC (Blijdorp),1875,120,4,Furnished,"Characteristic and fully furnished 3 -bedroom and 4-room apartment (double upper apartment) of 120m2 with balcony, located in the popular Blijdorp district! The apartment is located within walking distance of Rotterdam Central Station.",18-08-2022,09-09-2022,Specifics are not available,Good,312,Apartment,Existing building,1937,in a residential area,3,1,2,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1063c6d9/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-19 00:05:36
rotterdam_17.csv,https://www.pararius.com/apartment-for-rent/rotterdam/e2b02ac1/zuidhoek,Apartment Zuidhoek,3082 PP (Oud Charlois),1425,84,5,Interior is not available,Immediately for rent and available for a family or home sharers up to 3 people!,19-08-2022,consultation,Specifics are not available,Upkeep is not available,210,Apartment,Existing building,1937,On a quiet road,4,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/e2b02ac1/rotterdam/level-5-rental-agency/request-details,2022-08-21 00:29:51
rotterdam_21.csv,https://www.pararius.com/apartment-for-rent/rotterdam/339013e6/sourystraat,Apartment Sourystraat,3039 SR (Blijdorp),1900,96,3,Furnished,"Available from October 3, 2022, an attractively furnished 3-room apartment on the first and third floor in the popular and characteristic Blijdorp district. The apartment has 2 balconies and a spacious roof terrace with a fantastic view over Rotterdam.",25-08-2022,03-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1937,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/339013e6/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,25-08-2022 21:41
rotterdam_22.csv,https://www.pararius.com/apartment-for-rent/rotterdam/41a074d8/ebalstraat,Apartment Ebalstraat,3061 KB (Kralingen West),1600,130,3,Upholstered,"In Kralingen, on the corner with the Kralingse Plas, a double ground floor apartment with 2 bedrooms and a garden. The house is located near the",25-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1937,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/41a074d8/rotterdam/rotterdam-apartments/request-details,2022-08-26 13:41:05
rotterdam_26.csv,https://www.pararius.com/apartment-for-rent/rotterdam/0264dcd5/charlotte-de-bourbonlaan,Apartment Charlotte de Bourbonlaan 9 A,3062 GA (Kralingen Oost),2150,115,6,Interior is not available,Charming upholstered apartment with balcony for rent in Rotterdam with 5 bedrooms in the Kralingen Oost district.,30-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1937,Location type is not available,5,1,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/0264dcd5/rotterdam/nationaal-grondbezit/request-details,31-08-2022 01:37
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/b034342c/nazarethstraat,Apartment Nazarethstraat,3061 KP (Kralingen West),1299,69,2,Upholstered,"In Rotterdam Kralingen almost located on the Kralingseplas, a fully renovated unfurnished 2/3 room apartment. The apartment is a stone's throw from the kralingsebos, kralingseplas, shopping street Oudedijk and Lusthofstraat, public transport such as tram line 7 and metro station Gerdesiaweg/Voorschoterlaan. Schools in the immediate vicinity. Highways easy to reach.   ",29-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1938,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/b034342c/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:38:00
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/3dd1dae9/baljuwplein,Apartment Baljuwplein,3033 XE (Provenierswijk),1495,100,3,Upholstered,"This 3-room apartment is located right behind the Central Station, on an attractive square. Here you live within walking distance of the bustling city center, but it is quiet living in this part of the Provenierswijk. And in the neighborhood you will find nice eateries and trendy bars. You can find some peace and quiet and relax a bit in the nearby Vroesenpark and of course at Diergaarde Blijdorp.",25-07-2022,Not available to book,Specifics are not available,Upkeep is not available,270,Apartment,Existing building,1938,Location type is not available,2,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/3dd1dae9/rotterdam/rent-an-apartment-rotterdam/request-details,2022-08-03 17:39:04
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/6fdcb17f/sonoystraat,Apartment Sonoystraat 24 C,3039 ZV (Blijdorp),1495,124,6,Shell,"Max 2 people, no students  ",25-07-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1938,Location type is not available,5,1,Number of floors is not available,Present,Details of garden is not available,Present,Details of description of the storage is not available,No,https://www.pararius.com/contact/6fdcb17f/rotterdam/parkzoom-beheer-bv/request-details,2022-08-03 17:39:07
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/b5bd9dd2/wieringerstraat,Apartment Wieringerstraat,3083 CJ (Carnisse),875,45,2,Upholstered,This lovely 2-room apartment in a small-scale apartment complex is located in the Carnisse district.,2 weeks,22-08-2022,Specifics are not available,Upkeep is not available,126,Apartment,Existing building,1938,Location type is not available,1,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b5bd9dd2/rotterdam/max-rental/request-details,2022-08-03 17:40:02
rotterdam_1.csv,https://www.pararius.com/house-for-rent/rotterdam/bc5312c0/van-goijenstraat,House Van Goijenstraat 50,3043 AX (Overschie),2200,114,7,Upholstered or furnished,Stunning four floors furnished Family home with 5 bedrooms and garden in peaceful Rotterdam Overschie.,3 weeks,Not available to book,Specifics are not available,Excellent,439,House,Existing building,1938,in a residential area,5,2,4,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/bc5312c0/rotterdam/huizenbalie-nl/request-details,2022-08-03 17:41:02
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/945f187e/cleyburchstraat,Apartment Cleyburchstraat,3039 DA (Blijdorp),995,55,2,Upholstered, ,5 weeks,consultation,Specifics are not available,Upkeep is not available,143,Apartment,Existing building,1938,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/945f187e/rotterdam/rental-rotterdam/request-details,2022-08-03 17:42:14
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/f79dc5a4/schilperoortstraat,Apartment Schilperoortstraat,3082 SN (Oud Charlois),1455,84,3,Shell,Lovely apartment for rent in Rotterdam with 2 bedrooms in the Oud Charlois district.,6 weeks,Not available to book,Specifics are not available,Good,210,Apartment,Existing building,1938,Location type is not available,2,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/f79dc5a4/rotterdam/duna-vastgoed-beheer/request-details,2022-08-03 17:42:34
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/671247dd/schilperoortstraat,Apartment Schilperoortstraat,3082 SN (Oud Charlois),995,54,2,Shell,Nice apartment for rent in Rotterdam with 1 bedroom in the Oud Charlois district.,6 weeks,Not available to book,Specifics are not available,Good,135,Apartment,Existing building,1938,Location type is not available,1,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/671247dd/rotterdam/duna-vastgoed-beheer/request-details,2022-08-03 17:42:35
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/cf9d94eb/ramlehweg,Apartment Ramlehweg,3061 JW (Kralingen West),2275,120,4,Furnished,"Beautiful fully furnished upper house with 3 bedrooms located on the second and third floor with two balconies. The house is centrally located and within walking distance of the Kralingseplas, public transport and supermarkets!",2 months,Not available to book,Specifics are not available,Good,300,Apartment,Existing building,1938,Location type is not available,3,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/cf9d94eb/rotterdam/benhousing/request-details,2022-08-03 17:43:42
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/2843a5ed/mijnsherenlaan,Apartment Mijnsherenlaan 158 D,3081 CM (Tarwewijk),1350,95,4,Interior is not available,Lovely apartment with balcony for rent in Rotterdam with 3 bedrooms in the Tarwewijk district.,2 months,consultation,Specifics are not available,Good,275,Apartment,Existing building,1938,in a residential area,3,1,2,Present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/2843a5ed/rotterdam/kolpa-van-der-hoek-makelaars/request-details,2022-08-03 17:44:12
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/324c76f0/poolsestraat,Apartment Poolsestraat,3028 EM (Oud Mathenesse),1095,90,3,Upholstered,Lovely upholstered apartment with balcony for rent in Rotterdam with 2 bedrooms in the Oud Mathenesse district.,3+ months,consultation,Specifics are not available,Good,Volume is not available,Apartment,Existing building,1938,Location type is not available,2,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/324c76f0/rotterdam/kolpa-v-v-s-beheer/request-details,2022-08-03 17:45:27
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/c756151c/poolsestraat,Apartment Poolsestraat,3028 EM (Oud Mathenesse),995,90,3,Upholstered,Lovely upholstered apartment for rent in Rotterdam with 2 bedrooms in the Oud Mathenesse district.,3+ months,consultation,Specifics are not available,Good,Volume is not available,Apartment,Existing building,1938,Location type is not available,2,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/c756151c/rotterdam/kolpa-v-v-s-beheer/request-details,2022-08-03 17:45:33
rotterdam_1.csv,https://www.pararius.com/house-for-rent/rotterdam/7d730334/lijsterlaan,House Lijsterlaan 35,3055 CD (Molenlaankwartier),2550,135,6,Upholstered,Conveniently located upholstered house with garden for rent in Rotterdam with 5 bedrooms in the Molenlaankwartier district.,2 months,Not available to book,Specifics are not available,Good,425,House,Existing building,1938,Location type is not available,5,2,3,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7d730334/rotterdam/kolpa-van-der-hoek-makelaars/request-details,2022-08-03 17:46:46
rotterdam_17.csv,https://www.pararius.com/apartment-for-rent/rotterdam/d5d838df/zweedsestraat,Apartment Zweedsestraat 65 A,3028 TM (Oud Mathenesse),1250,83,5,Upholstered,ENVIRONMENT:,20-08-2022,Not available to book,Specifics are not available,Excellent,249,Apartment,Existing building,1938,in a residential area,4,Number of bathrooms is not available,1,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/d5d838df/rotterdam/bosscha-makelaardij-haarlem/request-details,2022-08-21 00:29:43
rotterdam_17.csv,https://www.pararius.com/apartment-for-rent/rotterdam/410bbcd3/baljuwplein,Apartment Baljuwplein,3033 XE (Provenierswijk),1495,100,3,Upholstered,"This 3-room apartment is located right behind the Central Station, on an attractive square. Here you live within walking distance of the bustling city center, but it is quiet living in this part of the Provenierswijk. And in the neighborhood you will find nice eateries and trendy bars. You can find some peace and quiet and relax a bit in the nearby Vroesenpark and of course at Diergaarde Blijdorp.",3 weeks,Not available to book,Specifics are not available,Upkeep is not available,270,Apartment,Existing building,1938,Location type is not available,2,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/410bbcd3/rotterdam/rent-an-apartment-rotterdam/request-details,2022-08-21 00:33:58
rotterdam_25.csv,https://www.pararius.com/apartment-for-rent/rotterdam/9495545f/pleinweg,Apartment Pleinweg,3081 JJ (Tarwewijk),850,50,4,Interior is not available,"Available immediately, this completely renovated 2-room apartment for a single household.",29-08-2022,consultation,Specifics are not available,Upkeep is not available,302,Apartment,Existing building,1938,Location type is not available,2,Number of bathrooms is not available,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/9495545f/rotterdam/level-5-rental-agency/request-details,2022-08-30 00:05:24
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/0b43413a/stadhoudersweg,Apartment Stadhoudersweg 142 A,3039 CM (Blijdorp),1295,116,4,Shell,Charming apartment with garden for rent in Rotterdam with 3 bedrooms in the Blijdorp district.,27-07-2022,10-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1939,Location type is not available,3,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/0b43413a/rotterdam/nationaal-grondbezit/request-details,2022-08-03 17:38:37
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/50655ba5/ramlehweg,Apartment Ramlehweg 3 B,3061 JV (Kralingen West),1600,90,2,Upholstered,"Would you like to live in an apartment in the district ""Kralingen-Oost"" surrounded by greenery close to the public transport and the Erasmus University?   ",3 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1939,Location type is not available,1,1,Number of floors is not available,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/50655ba5/rotterdam/klop-real-estate/request-details,2022-08-03 17:41:05
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/38cb19f1/utenhagestraat,Apartment Utenhagestraat,3083 VP (Carnisse),1475,90,4,Shell,Spacious 3 bedroom apartment on the second and third floor with a terrace.  ,5 weeks,25-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1939,Location type is not available,3,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/38cb19f1/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:42:11
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/801af8d2/utenhagestraat,Apartment Utenhagestraat,3083 VP (Carnisse),1475,102,4,Upholstered,"Spacious 3 bedroom apartment on the ground floor and first floor with a small garden. The house is located in the Carnisse, the heart of South and is a 3-minute bike ride from the Zuidplein shopping center.  ",5 weeks,25-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1939,Location type is not available,3,Number of bathrooms is not available,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/801af8d2/rotterdam/rotterdam-apartments/request-details,2022-08-03 17:42:13
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/bc3c63e2/ramlehweg,Apartment Ramlehweg 22 B,3061 JX (Kralingen West),1500,63,4,Interior is not available,Beautiful apartment for rent in Rotterdam with 3 bedrooms in the Kralingen West district.,6 weeks,Not available to book,Specifics are not available,Reasonable,240,Apartment,Existing building,1939,Location type is not available,3,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/bc3c63e2/rotterdam/kolpa-van-der-hoek-makelaars/request-details,2022-08-03 17:42:32
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/a5538e84/pleinweg,Apartment Pleinweg,3083 EG (Carnisse),1745,91,7,Furnished,"Recently renovated 3-bedroom apartment with 3 spacious balconies located nearby shoppingmall Zuidplein, Ahoy and Zuiderpark. The city center can be reached within 10 minutes with a direct metro line nearby the apartment. You can also reach highway A15 by car within minutes. Various facilities such as supermarkets, shops and restaurants are within walking distance.",2 months,Not available to book,Specifics are not available,Good,273,Apartment,Existing building,1939,On a busy road,3,1,2,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/a5538e84/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-03 17:43:40
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/6fe4b94a/statenweg,Apartment Statenweg,3039 HL (Blijdorp),1500,169,6,Upholstered,Characteristic upholstered apartment with garden for rent in Rotterdam with 2 bedrooms in the Blijdorp district.,2 months,Not available to book,Specifics are not available,Good,Volume is not available,Apartment,Existing building,1939,Location type is not available,2,Number of bathrooms is not available,2,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6fe4b94a/rotterdam/kolpa-v-v-s-beheer/request-details,2022-08-03 17:44:11
rotterdam_3.csv,https://www.pararius.com/apartment-for-rent/rotterdam/4fd3b582/zuidhoek,Apartment Zuidhoek,3082 PD (Oud Charlois),1475,90,4,Upholstered,Spacious 3 bedroom apartment on the ground floor with a basement and a large garden.  ,5 weeks,24-08-2024,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1939,Location type is not available,3,Number of bathrooms is not available,Number of floors is not available,Not present,Present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/4fd3b582/rotterdam/rotterdam-apartments/request-details,05-08-2022 18:53
rotterdam_4.csv,https://www.pararius.com/apartment-for-rent/rotterdam/6122770b/akkermanstraat,Apartment Akkermanstraat,3082 WB (Oud Charlois),1200,51,3,Interior is not available,Nice apartment for rent in Rotterdam with 2 bedrooms in the Oud Charlois district.,05-08-2022,01-10-2022,Specifics are not available,Good,128,Apartment,Existing building,1939,Location type is not available,2,Number of bathrooms is not available,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/6122770b/rotterdam/rebid/request-details,2022-08-06 14:29:24
rotterdam_8.csv,https://www.pararius.com/apartment-for-rent/rotterdam/d2f918d5/verboomstraat,Apartment Verboomstraat,3082 JS (Oud Charlois),1250,70,3,Furnished,Beautifully renovated apartment near the center of Rotterdam!,10-08-2022,15-08-2022,Specifics are not available,Excellent,195,Apartment,Existing building,1939,in a residential area,1,1,2,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/d2f918d5/rotterdam/househunting-randstad/request-details,2022-08-10 21:30:34
rotterdam_8.csv,https://www.pararius.com/apartment-for-rent/rotterdam/76d4f4ff/verboomstraat,Apartment Verboomstraat,3082 JS (Oud Charlois),1050,55,2,Furnished,Beautifully renovated apartment near the center of Rotterdam!,10-08-2022,15-08-2022,Specifics are not available,Excellent,165,Apartment,Existing building,1939,in a residential area,1,1,1,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/76d4f4ff/rotterdam/househunting-randstad/request-details,2022-08-10 21:30:35
rotterdam_15.csv,https://www.pararius.com/apartment-for-rent/rotterdam/3570b99f/statenweg,Apartment Statenweg,3039 JM (Blijdorp),1700,130,5,Upholstered,ROTTERDAM BLIJDORP: Lovely SPACIOUS 3 bedroom apartment offered for rent. The property has an area of approx. 130m2 and is available as of 01-10-2022.,17-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,338,Apartment,Existing building,1939,Location type is not available,3,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/3570b99f/rotterdam/rental-rotterdam/request-details,18-08-2022 01:41
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/9db43eb6/wolphaertsbocht,Apartment Wolphaertsbocht,3083 MJ (Carnisse),1050,50,3,Upholstered,ROTTERDAM TARWEWIJK: Completely renovated 3-room ground floor apartment with 1 bedroom and a lovely backyard! The property is available directly!,01-08-2022,Not available to book,Specifics are not available,Upkeep is not available,195,Apartment,Existing building,1940,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/9db43eb6/rotterdam/rental-rotterdam/request-details,2022-08-03 17:37:46
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/0d6bf0ba/boergoensevliet,Apartment Boergoensevliet,3082 KN (Oud Charlois),1250,61,2,Upholstered,A fully renovated spacious and bright two-room apartment with a south-facing balcony in the attractive neighborhood 'Historic Charlois' with a beautiful view at the front.,2 weeks,Not available to book,Specifics are not available,Good,183,Apartment,Existing building,1940,in a residential area,1,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/0d6bf0ba/rotterdam/benhousing/request-details,2022-08-03 17:40:21
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/968a46e1/belgischestraat,Apartment Belgischestraat,3028 TJ (Oud Mathenesse),1195,53,3,Upholstered, ,4 weeks,Not available to book,Specifics are not available,Upkeep is not available,133,Apartment,Existing building,1940,Location type is not available,2,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/968a46e1/rotterdam/rental-rotterdam/request-details,2022-08-03 17:41:55
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/83d7f3de/mijnsherenlaan,Apartment Mijnsherenlaan,3081 CG (Tarwewijk),1295,96,6,Upholstered,no translation available,5 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1940,Location type is not available,5,2,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/83d7f3de/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-03 17:42:12
rotterdam_1.csv,https://www.pararius.com/apartment-for-rent/rotterdam/5d865922/cleyburchstraat,Apartment Cleyburchstraat,3039 DC (Blijdorp),1200,54,3,Upholstered or furnished,Nice apartment with balcony for rent in Rotterdam with 2 bedrooms in the Blijdorp district.,3+ months,consultation,Protected townscape,Good,160,Apartment,Existing building,1940,Location type is not available,2,1,1,Present,Details of garden is not available,Present,Box,Yes,https://www.pararius.com/contact/5d865922/rotterdam/voorberg-nvm-makelaars/request-details,2022-08-03 17:45:10
rotterdam_17.csv,https://www.pararius.com/apartment-for-rent/rotterdam/3a44b327/pupillenstraat,Apartment Pupillenstraat,3023 VK (Nieuwe Westen),1600,44,1,Furnished,"Located in a cozy street at Rotterdam-West, this 1-bedroom apartment features 44 sq meters of unique interior deign. Open kitchen, spectacular bathroom, cozy bedroom. The apartment counts with all essential amenities.  Within cycling distance of the center of Rotterdam, walking distance from a supermarket and walking distance from a train station. In addition, the nearest exit road in the vicinity is only a 3-minute drive away.",19-08-2022,15-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1940,Sheltered location,1,Number of bathrooms is not available,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/3a44b327/rotterdam/just-stay-apartments/request-details,2022-08-21 00:29:54
